title,project,issue_type
"[RyuJIT/x64] Generates extra mov ops",coreclr,ENHANCEMENT
"Allow local vars live across EH to be enregistered.",coreclr,ENHANCEMENT
"How to Navigate through source",coreclr,ENHANCEMENT
"Update optimization flags/levels in jit interface",coreclr,ENHANCEMENT
"CLR support for selective tracing",coreclr,ENHANCEMENT
"Set profile weights correctly for the Internal blocks in JIT/Directed/UnrollLoop/loop3_il_d.exe",coreclr,ENHANCEMENT
"JIT: review properties of jit helpers",coreclr,ENHANCEMENT
"SignalAndWait is not implemented for Unix",coreclr,ENHANCEMENT
"JIT throughtput: x86 encoder, for AVX",coreclr,ENHANCEMENT
"JIT throughtput: CSE bitvector size, for x86",coreclr,ENHANCEMENT
"JIT throughput idea: measuring frequently-inlined function cost",coreclr,ENHANCEMENT
"JIT throughput: SimplerHashTable",coreclr,ENHANCEMENT
"JIT throughput: noway_assert",coreclr,ENHANCEMENT
"Linux symbol acquisition",coreclr,ENHANCEMENT
"Do not use the INC or DEC instructions in x86 or x64 CodeGen",coreclr,ENHANCEMENT
"Threadpool: CLR threadpool practically deadlocks on a large number of blockign work items",coreclr,ENHANCEMENT
"Generic Type Check Inlining",coreclr,ENHANCEMENT
"Investigate optimizing away Span<class> type checks",coreclr,ENHANCEMENT
"Many members of System.Ref.Emit missing",coreclr,ENHANCEMENT
"JIT: better optimization for CORINFO_HELP_RUNTIMEHANDLE_METHOD",coreclr,ENHANCEMENT
"RyuJIT: tail call stress assert in importer on Linux",coreclr,ENHANCEMENT
"Recursive Promotion of structs containing fields of structs with a single pointer-sized field",coreclr,ENHANCEMENT
"RyuJIT/x86: REGMASK_BITS should be 16 for x86, not 32",coreclr,ENHANCEMENT
"[x86/Linux] Enable FEATURE_FIXED_OUT_ARGS",coreclr,ENHANCEMENT
"Faster MethodInfo.Invoke",coreclr,ENHANCEMENT
"JIT: Assertion prop does unnecessary bitvector copying",coreclr,ENHANCEMENT
"JIT: Assertion prop should generate fewer array-bound complement assertions",coreclr,ENHANCEMENT
"Extend the MinOpts/GCtracking tweak to more platforms",coreclr,ENHANCEMENT
"JIT: devirtualization next steps",coreclr,ENHANCEMENT
"Split ARCH_SOURCES_DIR into target and platform ones",coreclr,ENHANCEMENT
"Consider removing cross compilation setup code from compileoptions.cmake",coreclr,ENHANCEMENT
"Micro-optimizing: Finding the middle of a given range",coreclr,ENHANCEMENT
"SOS and IMetaDataEmit",coreclr,ENHANCEMENT
"corerun needs better error messages",coreclr,ENHANCEMENT
"Investigate changes in Buffer.MemCopy to bring into Span.Clear",coreclr,ENHANCEMENT
"Struct copy using movs rather than SSE on x64",coreclr,ENHANCEMENT
"JIT: register shuffles after the null inlinee gc refs change",coreclr,ENHANCEMENT
"RyuJIT: Allow promotions of structs with fields of struct containing a single primitive field.",coreclr,ENHANCEMENT
"JIT: add additional per-phase statistics to the time log",coreclr,ENHANCEMENT
"Jit: track number of IR of nodes allocated per phase",coreclr,ENHANCEMENT
"Add support for decimal in attribute parameters",coreclr,ENHANCEMENT
"[Unix] Proposal to categorize unsupported/failing tests",coreclr,ENHANCEMENT
"Review FEATURE_CORESYSTEM",coreclr,ENHANCEMENT
"Improve LIR dumping in the JIT",coreclr,ENHANCEMENT
"GT_FIELD of Vector3 has a MACK_Ind context in fgMorphField",coreclr,ENHANCEMENT
"Heuristic meant to promote structs with no field access should consider the impact of passing to/from a call",coreclr,ENHANCEMENT
"RyuJIT: Index Variable Widening optimization for array accesses",coreclr,ENHANCEMENT
"RyuJIT: Fasta benchmark: hot method random() is not in-lined by legacy policy into SelectRandom()",coreclr,ENHANCEMENT
"RyuJIT: RegexDNA bechmark: morphing of args could leave dead/unnecessary temps behind when method exceeds tracked local limit",coreclr,ENHANCEMENT
"RyuJIT: Loop hoisting doesn't work for loops whose entry is not at the top ",coreclr,ENHANCEMENT
"Add DumpHeapStat code to SOS.",coreclr,ENHANCEMENT
"RyuJIT: redundant array bounds checks are not eliminated in fannkuch-redux bechmark hot method",coreclr,ENHANCEMENT
"JIT: Optimize "and" of small type with larger constant",coreclr,ENHANCEMENT
"[RyuJit] Declaring many vars causes stackspace spilling",coreclr,ENHANCEMENT
"[RyuJit] Stackspace reservation is for pre-optimized code",coreclr,ENHANCEMENT
"RyuJIT: Loop hoist invariant struct field accesses",coreclr,ENHANCEMENT
"RyuJIT: Eliminate unnecessary struct copies that materialize after in-lining a method",coreclr,ENHANCEMENT
"Add version.txt file to CoreCLR packages",coreclr,ENHANCEMENT
"[Linux] Using DAC interfaces from outside CoreCLR build",coreclr,ENHANCEMENT
"[RyuJIT] Unnecessary reg-to-reg moves in method prolog in pi-digits benchmark methods",coreclr,ENHANCEMENT
"Disable creation of debugger FIFO pipes",coreclr,ENHANCEMENT
"RyuJIT x86: dead lclVar in System.Text.StringBuilder:Insert",coreclr,ENHANCEMENT
"RyuJIT in-lining policy: factor in the benefit of eliminating an address exposed obj-ref local ",coreclr,ENHANCEMENT
"Struct getters are generating unneccessary instructions on x64 when struct contains floats",coreclr,ENHANCEMENT
"Bring back Assembly Neutral Interfaces",coreclr,ENHANCEMENT
"[RyuJIT/x86] redundant spill/fill of a long returned from a call",coreclr,ENHANCEMENT
"RyuJit: Functions with stackalloc won't inline",coreclr,ENHANCEMENT
"Enable RyuJIT Backend for ARM32",coreclr,ENHANCEMENT
"RyuJIT: optimize test instruction in case of GT_EQ/NE(shift, 0)",coreclr,ENHANCEMENT
"Huge performance difference with "Prefer 32-bit" on",coreclr,ENHANCEMENT
"x86: improve code generation for passing promoted structs",coreclr,ENHANCEMENT
"Revisit lclVar ref count updates when remorphing.",coreclr,ENHANCEMENT
"RyuJIT/x86: import non-target intrinsics as intrinsics",coreclr,ENHANCEMENT
"Add the ability to find out which instruction set is being used at System.Numerics",coreclr,ENHANCEMENT
"Implement forward substitution utility to create larger trees for morph",coreclr,ENHANCEMENT
"Implement missing expression optimizations in morph",coreclr,ENHANCEMENT
"Partition morph into separate phases for required expansions and optimizations",coreclr,ENHANCEMENT
"Caching lambda expressions used to manipulate objects using reflection",coreclr,ENHANCEMENT
"Using Vector apis within S.P.CoreLib",coreclr,ENHANCEMENT
"Add JIT intrinsic support to take advantage of Intel SSE4.2 crc32 instruction",coreclr,ENHANCEMENT
"ILASM: Add ARM64 command line option",coreclr,ENHANCEMENT
"Proposal: Introducing a JIT intrinsic for acquiring timestamps",coreclr,ENHANCEMENT
"JIT: clarify contract for fgRemoveStmt",coreclr,ENHANCEMENT
"A question about Math.Round intrinsic on x64",coreclr,ENHANCEMENT
"JIT: opportunities for improving async state machine codegen",coreclr,ENHANCEMENT
"JIT: EH pred cache lacks invalidation logic",coreclr,ENHANCEMENT
"LSRA Reg Optional: Folding of operations using a tree temp",coreclr,ENHANCEMENT
"LSRA Reg Optional: Folding of read-modify-write mem operations",coreclr,ENHANCEMENT
"Optimize byte type comparisons",coreclr,ENHANCEMENT
"Huffman Benchmark has opportunities to fold addressing modes",coreclr,ENHANCEMENT
"Increase JIT compiler throughput",coreclr,ENHANCEMENT
"Expose contention data through the Profiling APIs ",coreclr,ENHANCEMENT
"LSRA: Improve spill placement",coreclr,ENHANCEMENT
"LSRA: Heuristics for callee saved reg allocation. ",coreclr,ENHANCEMENT
"RyuJIT bit testing issues",coreclr,ENHANCEMENT
"LSRA: optimize spill location such that we don't end up spilling in a high weight basic block.",coreclr,ENHANCEMENT
"SOS: Wide char output",coreclr,ENHANCEMENT
"RyuJIT: Optimize testâ€™ instruction in case of GT_RELOP(op1=oper that sets flags, op2 = const zero)",coreclr,ENHANCEMENT
"Offer a ToString(Byte* buffer) overload for all types.",coreclr,ENHANCEMENT
"RyuJIT x86: Restructure RBM_NON_BYTE_REGS exclusion code to be specific for each node type that needs it",coreclr,ENHANCEMENT
"ILDASM stores font settings in Windows directory",coreclr,ENHANCEMENT
"LSRA: Avoiding reg spill to memory when reg-value is consistent with memory",coreclr,ENHANCEMENT
"Reduce memory consumption of the JIT by eliminating padding etc",coreclr,ENHANCEMENT
"Reduce the JIT's work for the "fast compile" path by simplifying IR",coreclr,ENHANCEMENT
"Automatically flag when key JIT data structures get bigger",coreclr,ENHANCEMENT
"Reuse internal format of inlined methods",coreclr,ENHANCEMENT
"Speed up the far back end of the JIT",coreclr,ENHANCEMENT
"Reduce time spent in calls through ICorJitInfo",coreclr,ENHANCEMENT
"Trim the MinOpts path for faster compilation",coreclr,ENHANCEMENT
"RyuJit: avoid conditional jumps using cmov and similar instructions",coreclr,ENHANCEMENT
"RyuJit: unnecessarily testing the same condition twice",coreclr,ENHANCEMENT
"RyuJIT Xarch: GT_STORE_LCL_VAR(0) leads to a redundant xor if LclVar and constant 0 gets assigned different regs",coreclr,ENHANCEMENT
"RyuJIT: Eliminate unnecessary copies after struct fields are p-indep promoted in Frame:CreateResponseHeader(ref,bool):this",coreclr,ENHANCEMENT
"RyuJIT SIMD: front-end optimizations for SIMD types",coreclr,ENHANCEMENT
"RyuJIT SIMD: Review SIMD API usage in Asp.Net Kestrel server",coreclr,ENHANCEMENT
"RyuJIT SIMD: Kestral server method Seek() has a case of not in-lining the method FindFirstEqualByte()",coreclr,ENHANCEMENT
"Xarch RyuJIT: Generate call to entry point instead of to prestub in case of direct self-recursive calls",coreclr,ENHANCEMENT
"RyuJIT SIMD: optimize SIMD codegen since SSE/AVX allow the second operand to be a memory-op",coreclr,ENHANCEMENT
"RyuJIT SIMD GetItem Intrinsic optimization",coreclr,ENHANCEMENT
"RyuJIT x86: allow long-typed struct fields to be recursively promoted",coreclr,ENHANCEMENT
"Arm64 RyuJIT: Lower/Codegen can take advantage of ability to reserve an internal register different from target without requiring to reserve two registers",coreclr,ENHANCEMENT
"JIT LSRA Throughput: Short-circuit register selection",coreclr,ENHANCEMENT
"Evaluate JIT_MemCpy with wider copies using AVX2 on hardware that support it",coreclr,ENHANCEMENT
"Evaluate JIT_MemCpy without overlap check",coreclr,ENHANCEMENT
"Can you please make the versioning story consistent before it's too late?",coreclr,ENHANCEMENT
"LSRA throughput: Build RefPositions incrementally",coreclr,ENHANCEMENT
"LSRA throughput: Eliminate gtLsraInfo",coreclr,ENHANCEMENT
"Add cheap/fast path for MethodBase.Invoke for use in expression interpreter",coreclr,ENHANCEMENT
"Extend usage of optimized JIT helpers for memcpy/memove.",coreclr,ENHANCEMENT
"RyuJIT: missed opportunity for LICM",coreclr,ENHANCEMENT
"Replace ad-hoc hash table being used for NODEBASH_STATS with a standard one",coreclr,ENHANCEMENT
"RyuJIT x86: Implement contained mem-op/reg-optional GT_LSH_HI and GT_RSH_LO",coreclr,ENHANCEMENT
"RyuJIT x86: Optimize rotation of a long value by variable amount",coreclr,ENHANCEMENT
"Add GetParentDefinition Reflection APIs to allow walking the override chain of members",coreclr,ENHANCEMENT
"Use a custom calling convention if necessary for math intrinsics that were previously x87 instructions.",coreclr,ENHANCEMENT
"Unify cost computation for GT_LIST nodes",coreclr,ENHANCEMENT
"Compact String implementation",coreclr,ENHANCEMENT
"RyuJIT: Use unchecked writebarrier for inlined ref arguments",coreclr,ENHANCEMENT
"Perf Test Coverage: Port Xamarin benchmarks to xunit",coreclr,ENHANCEMENT
"[ARM] JIT Compile time is too slower than mono(4.4.2)",coreclr,ENHANCEMENT
"decimal.Equals, Guid.Equals could be improved",coreclr,ENHANCEMENT
"[ARM/Linux] Make indirect calls to direct calls if possible",coreclr,ENHANCEMENT
"JIT: heuristics in fgOptWhileLoop may be overly conservative",coreclr,ENHANCEMENT
"Proposal: Allow delegates to implement single-interface methods.",coreclr,ENHANCEMENT
"Use the Boyer-Moore search algorithm for String.IndexOf of large strings",coreclr,ENHANCEMENT
"JIT: Hoist invariant interface method lookups out of loops",coreclr,ENHANCEMENT
"JIT: Loop hoisting inhibited by phase-ordering issue",coreclr,ENHANCEMENT
"JIT: Value-numbering is over-conservative for image_rel32 statics",coreclr,ENHANCEMENT
"RyuJIT x86: improve localloc codegen in some cases",coreclr,ENHANCEMENT
"Address the LIR TODOs",coreclr,ENHANCEMENT
"Promote (scalar replace) structs with more than 4 fields",coreclr,ENHANCEMENT
"JIT: Support consuming profile guided optimization data for optimization",coreclr,ENHANCEMENT
"JIT: should be able to remove redundant bounds-checks even if array contents change",coreclr,ENHANCEMENT
"JIT: remove redundant load-after-store bounds-checks",coreclr,ENHANCEMENT
"JIT: Eliminate VNConst store-to-load redundancies",coreclr,ENHANCEMENT
"Inline literal delegates passed to functions",coreclr,ENHANCEMENT
"Attribute to track all lvlals",coreclr,ENHANCEMENT
"Pattern-based optimizations",coreclr,ENHANCEMENT
"Combine SCCP and range analysis",coreclr,ENHANCEMENT
"Scalar replacement of aggregates",coreclr,ENHANCEMENT
"Devirtualise Enum.ToString() / prevent boxing",coreclr,ENHANCEMENT
"JIT: Generating rep movsb for cpblk with non-constant arguments",coreclr,ENHANCEMENT
"RyuJIT: Eliminating CORINFO_HELP_ARRADDR_ST calls for arrays of sealed types",coreclr,ENHANCEMENT
"[Feature request] Higher Kinded Polymorphism",coreclr,ENHANCEMENT
"[RyuJIT] Further cleanup and hardening of assertion prop",coreclr,ENHANCEMENT
"Use -fno-strict-aliasing",coreclr,ENHANCEMENT
"RyuJIT generates unnecessary movs for really large constants across if statements",coreclr,ENHANCEMENT
"[SOS][Linux] Managed breakpoints are lost after application restart",coreclr,ENHANCEMENT
"[LSRA][RyuJIT] Add support to allow either of op1 or op2 to be considered as reg optional rather than Lower fixing one of the operands as reg optional",coreclr,ENHANCEMENT
